review_clean,emotion_label,label,fold
Rating: 3. Kategori: Books. Teks: bukunya sampe di makassar rusak ujungnya. baru sempat unpack ? entah cara packing nya kurang tebel or kurirnya bermasalah. agak tidak rela sih. soalnya bukunya lumayan mahal,fear,3,4
Rating: 5. Kategori: Precious Metal. Teks: mantab barangnya sesuai dengan pesanan dan cepat sampai,love,1,1
"Rating: 5. Kategori: Health. Teks: barang bagus, packing rapi, pengiriman cepat",happy,0,0
"Rating: 5. Kategori: Kids and Baby Fashion. Teks: baju bagus, tanpa cacat dan harga bersahabat",happy,0,1
Rating: 5. Kategori: Women's Fashion. Teks: kualitas bahan bagus ? nyaman dipakai ? tidak menerawang,happy,0,2
"Rating: 4. Kategori: Beauty. Teks: lumayan bagus ,isi banyak dan bahanny karet lentur banget ,pas banget di tangan",happy,0,0
Rating: 2. Kategori: Men's Fashion. Teks: proses packing sangat lambat.,fear,3,2
Rating: 1. Kategori: Office & Stationery. Teks: pelayanan mengecewakan,sadness,4,0
Rating: 3. Kategori: Phones and Tablets. Teks: gimana mau dipake ? orang buat letak hpnya saja tidak ada. percuma,sadness,4,3
"Rating: 1. Kategori: Health. Teks: sngt mengecewakn, berhrap dapat hadiahnya ternyata tdk ada, sblm belanja saya chat ke pusat, ternyata dikirimnya dri kantor cabang. saya tahu nya bhw saya belanja nya di off.store bukan dri cabang, pengirimn dri kntr cabang tdk ada promo hadiah, jdi yang mau beli produk susu, jk di etalase ada hadiahnya tanykn sejelas2nya dikirim nya drmn,kt sebgai konsumen harus jg kritis, biarlah hnya saya yang kecewa.jgn ikut yang lainnya yang sudah langgann minum susu ini.tetap sehat.",sadness,4,3
"Rating: 5. Kategori: Carpentry. Teks: barang sesuai deskripsi. produk original. mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir. bebas ongkir extra",love,1,4
"Rating: 5. Kategori: Phones and Tablets. Teks: barang sesuai pesanan, packing rapi, pas dicoba ok buat isi ulang dn charge, pengiriman sesuai estimasi.",happy,0,2
"Rating: 1. Kategori: Computers and Laptops. Teks: ini gmn, ssd nya tidak bisa di pakai saya minta ganti.",anger,2,0
Rating: 1. Kategori: Kitchen. Teks: karet filternya kurang,sadness,4,2
"Rating: 5. Kategori: Electronics. Teks: seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba dapat bekerja dengan baik. semoga awet, thanks",happy,0,1
Rating: 5. Kategori: Muslim Fashion. Teks: tidak menerawang. bahannya adem.,happy,0,3
Rating: 5. Kategori: Toys and Hobbies. Teks: bagus bangettt dapet promo jadi cuman bayar rp 200 mantap,happy,0,4
Rating: 2. Kategori: Electronics. Teks: baru datang saya rakit coba naikan kulkas baru sebentar kaki sudah patah al hasil tidak di pakai untung kulkas tidak jatuh,sadness,4,4
"Rating: 5. Kategori: Health. Teks: sesuai pesanan, cepat proses kirim sudah sampai lgsg dipasang,thanks seller",happy,0,1
Rating: 5. Kategori: Property. Teks: makasihhhhhhhhhhhhhhhhhhhhhhhhhh,love,1,4
Rating: 1. Kategori: Other Products. Teks: pakai esktra bubble udah bayar ternyata saat dikirim tidak diberi bubble,anger,2,0
Rating: 3. Kategori: Men's Fashion. Teks: fittingnya kurang sesuai dengan apa yang diharapkan sih. tapi bahannya enak lah,sadness,4,0
Rating: 1. Kategori: Kids and Baby Fashion. Teks: kecewa pesen 4 barang yang dikirim cuma 1 tidak amanah banget semoga berkah saja deh,sadness,4,3
Rating: 5. Kategori: Toys and Hobbies. Teks: kartu nya lengkap. packing baik. model terbaru. ready stock.,happy,0,4
Rating: 1. Kategori: Food and Drink. Teks: roti keras tidak enak,anger,2,1
"Rating: 5. Kategori: Animal Care. Teks: mantap banget, ikan cupang sehat, lincah dan langsung menyesuaikan dengan air di dalam aquarium baru. ekor sirip half moon banget",love,1,0
Rating: 5. Kategori: Electronics. Teks: pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyain,happy,0,1
"Rating: 5. Kategori: Animal Care. Teks: respon dan pengiriman cepat, prduk ok, harga juga relatif murah thx ya",happy,0,2
Rating: 1. Kategori: Movies and Music. Teks: barang tidak ada yang bisa di pakai,fear,3,0
"Rating: 4. Kategori: Kids and Baby Fashion. Teks: bahan oke,packing rapi dan cepat sampai",happy,0,4
"Rating: 5. Kategori: Camera. Teks: respon admin oke, ekspedisi kurir aman, packing ergonomis dan selamat sampai tujuan. minus tidak ada, perbandingan barang sesuai foto testi saya. harga dan barang sesuai, dan baterai normal ya gan.",happy,0,0
Rating: 5. Kategori: Kitchen. Teks: barang sesuai dengan gambar. harga murah tapi kualitas tidak murahan. pengiriman nya cepet. oke banget deh puass,happy,0,1
"Rating: 1. Kategori: Automotive. Teks: besok2 tolong diperhatikan lg untuk masalah warna di catatan pembeli, pesan warna hitam list silver malah dikirim warna silver list hitam. kecewa berat!",anger,2,0
"Rating: 5. Kategori: Health. Teks: nyaman dipakai, kemasan bagus, pengiriman super !",love,1,2
Rating: 5. Kategori: Phones and Tablets. Teks: barangnya original . ada garansi resmi. suaranya jernih. koneksi bluetooth kuat. nyaman dipakai lama. material premium.,happy,0,3
"Rating: 3. Kategori: Carpentry. Teks: kualitas ala kadar nya. obeng buat buka mur,ujung matanya kalah. meletot. padahalur nya tidak terlalu kenceng. bahannya kurang bagus",anger,2,3
Rating: 5. Kategori: Office & Stationery. Teks: produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,happy,0,4
Rating: 5. Kategori: Automotive. Teks: packing aman . berfungsi dengan baik. berguna banget pas nyetir.,love,1,0
Rating: 5. Kategori: Carpentry. Teks: mantul bet?,love,1,3
Rating: 5. Kategori: Kitchen. Teks: barang bagus sesuai dengan gambar,happy,0,2
Rating: 2. Kategori: Kids and Baby Fashion. Teks: yang di pesan merah yang datang biru parah,sadness,4,4
"Rating: 5. Kategori: Computers and Laptops. Teks: mantaaap. tanggap banget, fast respon. juossssssss",love,1,4
"Rating: 5. Kategori: Household. Teks: wekernya bagus, gampang settingnya baca petunjuk jangan males rgb lightingnya juga masuk di body warna hitamnya, barangnya irit space, dan yang paling penting angka di led nya gampang kebaca waktu terang",happy,0,1
"Rating: 2. Kategori: Phones and Tablets. Teks: kualitasnya parah, keteken langsung pecah",sadness,4,1
Rating: 5. Kategori: Kitchen. Teks: material produk bagus.,happy,0,0
"Rating: 1. Kategori: Office & Stationery. Teks: pihak toko tidak jelas, di minta barang a yang datang barang b, dan pihak toko merasa benar, ada barang yang tidak di kirim pengambalian 14 hari katanua sd sekarang juga belum",anger,2,0
"Rating: 5. Kategori: Electronics. Teks: suara yang dihasilkan jernih.kalau ditambahkan kit giga bass tambah glerr,ditambah lg preeamp mic 2 tr bisa buat karaoke",happy,0,4
Rating: 5. Kategori: Other Products. Teks: mantapp! packing rapi dan fast respon! recommended lah!,love,1,2
"Rating: 5. Kategori: Camera. Teks: semua fitur berfungsi baik. hanya sayangnya ada beberapa bagian tripod yang penyok dan ada bagian kaca ringlight yang retak. mungkin pas pengiriman ya. tapi overall, alat berfungsi dengan baik?",happy,0,2
Rating: 1. Kategori: Sport. Teks: pengait senter patahh sangt kecewaa,sadness,4,0
"Rating: 1. Kategori: Household. Teks: duh kok tidak belajar dari pengalaman ya banyak yang complain datangnya dalam keadaan retak , saya kira sudah diperbaiki pelayanannya",anger,2,2
"Rating: 1. Kategori: Computers and Laptops. Teks: isi paket via link saja yang di rekomendasikan saja selalu gagal,via ovo,mandiri sampe bca saja selalu gagal.ga siap system nya jangan jualan.",fear,3,2
"Rating: 1. Kategori: Movies and Music. Teks: kualitas jelek,suara mic udah max suara kecil ,",sadness,4,3
"Rating: 5. Kategori: Automotive. Teks: pesanan sesuai deskripsi,pengiriman cepat",happy,0,2
"Rating: 5. Kategori: Phones and Tablets. Teks: pengiriman cepat, power banknya berfungsi baik, mudah 2 awet. mantap",happy,0,4
Rating: 1. Kategori: Office & Stationery. Teks: minta warna putih dikasih hijau. seller banyak alasan babibu.,anger,2,0
Rating: 4. Kategori: Movies and Music. Teks: barang sesuai deskripsi,happy,0,3
Rating: 1. Kategori: Sport. Teks: baru dibuka ternyata robek.,fear,3,3
Rating: 1. Kategori: Health. Teks: tidak jelas aromanya,anger,2,0
Rating: 5. Kategori: Books. Teks: barang sesuai,happy,0,3
"Rating: 5. Kategori: Toys and Hobbies. Teks: baru juga dipesan langsung di proses,penjual ramah beyblade berputar kencang seperti dan juga harga lebih murah dari toko laen",happy,0,4
"Rating: 3. Kategori: Women's Fashion. Teks: barang 1, chat no resp",fear,3,4
"Rating: 1. Kategori: Household. Teks: kecewa beli tempat masker 2 pcs yang dtg cuma 1, karena tidak ada video unboxing hanya foto saja jadi tidak bisa diklaim.lumayan ambil untung lebih dari yang tidak bikin video unboxing ya ka . harusnya teliti sebelum mengirim ?",sadness,4,4
"Rating: 1. Kategori: Sport. Teks: susah d pakainya, angin banyak yang bocor,",fear,3,1
"Rating: 1. Kategori: Phones and Tablets. Teks: sangat sangat mengecewakan tidak bisa di cas powerbank. dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. ya rugi parah lah ongkir dari batam itu kesitu 35 belum lagi kenak pajak 30, . ditanya solusi lain tidak respon",sadness,4,2
"Rating: 1. Kategori: Animal Care. Teks: yang bener dong gan klo ngasih barang. expirenya kapan, masak sebulan tidak kuat sampai ada yang bulukan gitu",anger,2,0
"Rating: 5. Kategori: Household. Teks: alhamdulillah barang datang dengan kondisi baik, tidak penyok tdk retak atau patah dan barangny sesuai dengan foto bahan produk jg bagus. seller fast respon, thanx.",happy,0,0
Rating: 5. Kategori: Kids and Baby Fashion. Teks: bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,happy,0,2
"Rating: 5. Kategori: Books. Teks: buku pasti ori, sesuai pesanan, proses pengiriman cepat, dapet harga murah pas bookcarnaval.",happy,0,2
"Rating: 4. Kategori: Muslim Fashion. Teks: barang sesuai , pengiriman cepat , makasih ?",happy,0,3
"Rating: 3. Kategori: Kids and Baby Fashion. Teks: bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro boro ada penjelasan. seller tidak asiiiik tidak bs d ajak komunikasi",sadness,4,1
"Rating: 1. Kategori: Other Products. Teks: karung baru bkn bekas,tipis. tidak sesuai gambar. kapok belanja lg",fear,3,1
Rating: 3. Kategori: Men's Fashion. Teks: bukan jam harga mahal yang didiskon.tapi jam yang sesuai harga beli dan kualitasnya.,happy,0,1
"Rating: 1. Kategori: Mother and Baby. Teks: sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yang anda jual",fear,3,2
Rating: 4. Kategori: Mother and Baby. Teks: gampang dipakai. nyaman di punggung.,happy,0,3
Rating: 5. Kategori: Automotive. Teks: mantep om,love,1,2
"Rating: 4. Kategori: Beauty. Teks: lom coba,tp seperti nya warna bagus, pengiriman standar, packing rapi, tks",happy,0,1
Rating: 1. Kategori: Kids and Baby Fashion. Teks: pesan 5 celana tidak sesuai dng yang dipesan.kecewa.,sadness,4,2
"Rating: 5. Kategori: Food and Drink. Teks: enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak ? terimakasih, nanti mau beli lagi ?",love,1,1
Rating: 5. Kategori: Toys and Hobbies. Teks: mantaaappp bagus kereeennn?,love,1,1
Rating: 1. Kategori: Food and Drink. Teks: saya pesen ini yang dateng cuma sukiyaki dan konbutsuyu padahal di deskripsi tertulis 3 jenis. kecewa banget,sadness,4,0
Rating: 1. Kategori: Food and Drink. Teks: layanan cs sangat mengecewakan,sadness,4,3
"Rating: 5. Kategori: Books. Teks: produk asli, penjual respondsif, packaging rapi",happy,0,3
"Rating: 3. Kategori: Kids and Baby Fashion. Teks: barang okelah standard, yang bikin males tokonya slow respooonn. padahal sering online. chat tidak dibalas. 2 3 hr baru dikirim.",sadness,4,4
Rating: 1. Kategori: Kids and Baby Fashion. Teks: mengecewakan sama sekali tidak bisa digunaka,sadness,4,3
"Rating: 5. Kategori: Other Products. Teks: mantap, sukses terus tokonya",happy,0,3
"Rating: 5. Kategori: Kids and Baby Fashion. Teks: bagus, pengiriman jg cepat, enak untuk dipakai anak, ringan.",happy,0,4
Rating: 3. Kategori: Food and Drink. Teks: masih mentah,fear,3,2
Rating: 3. Kategori: Sport. Teks: tipis banget kyk stocking?,sadness,4,3
"Rating: 2. Kategori: Phones and Tablets. Teks: kabel nya kurang bagus , buat ngecas nymbung masuk keluar lagi ,",fear,3,1
Rating: 1. Kategori: Men's Fashion. Teks: jahitan tidak pas. kancing celana tidak kuat. sorry tapi ini jujur,sadness,4,2
Rating: 5. Kategori: Muslim Fashion. Teks: masker nyaman dipakainya tidak sesak .bagus,happy,0,0
Rating: 5. Kategori: Camera. Teks: dengan harga segitu kualitas spundbondnya uda bagus ? packingnya rapi jadi tidak sampe kusut kainnya.,happy,0,4
Rating: 3. Kategori: Gaming. Teks: sedih liat analog kirinya . akan lebih baik apabila di kirim kaya analog kanan,sadness,4,1
"Rating: 5. Kategori: Sport. Teks: bagus alatnya, harga sesuai dengan kualitasnya, tapi masih masuk akal dibanding merk yang lain dengan harga diatas 50 kualitasnya sama seperti ini, untuk seller juga responnya cepat, tanggap. mantap ?",love,1,0
Rating: 2. Kategori: Health. Teks: kecewaaa,sadness,4,3
Rating: 1. Kategori: Party Supplies and Craft. Teks: pesan 9 item brg yang di kirim hanya 6 item brg brg kosong tdk di infokan,fear,3,4
"Rating: 5. Kategori: Books. Teks: bagus barangnya tidak cacat, pelindungnya tebel, pengirimannya cepet banget",happy,0,1
Rating: 3. Kategori: Phones and Tablets. Teks: tidak berfungsi dengan baik,fear,3,0
Rating: 4. Kategori: Kitchen. Teks: material produk bagus. kualitas produk bagus. produk sesuai. produk berfungsi dengan baik.,happy,0,3
"Rating: 5. Kategori: Books. Teks: buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus",happy,0,2
"Rating: 1. Kategori: Electronics. Teks: baru dipakai 1x, tidak sampai 10 menit, penghisapnya mati total",sadness,4,1
Rating: 1. Kategori: Food and Drink. Teks: keras nya bukan main kayk batu,anger,2,2
Rating: 1. Kategori: Sport. Teks: kecewa saja sih sama kebijakan tokonya huhu,sadness,4,1
"Rating: 5. Kategori: Movies and Music. Teks: barang berfungsi dengan baik, pengiriman super cepat",happy,0,0
"Rating: 5. Kategori: Kids and Baby Fashion. Teks: proses cepat, jahitan rapih?",happy,0,1
Rating: 5. Kategori: Carpentry. Teks: mantab. terhubung ke siri juga bisa,love,1,2
Rating: 5. Kategori: Kitchen. Teks: material produk bagus. kualitas produk bagus. ukuran produk sesuai. produk original.,happy,0,4
Rating: 5. Kategori: Camera. Teks: produk sampai dengan baik dan dikemas dengan rapi dan kedap. sesuai deskripsi dan tanpa cacat. harga produk yang ditawarkan wajar. response seller juga cepat dan pengiriman juga relatif cepat. terima kasih dan sukses selalu.,happy,0,4
Rating: 5. Kategori: Books. Teks: barang bagus sesuai deskripsi anakku senang banget! harga murah pengiriman cepat,happy,0,3
"Rating: 1. Kategori: Muslim Fashion. Teks: warna tidak sesuai dengan keinginan, padahal sudah dichat",fear,3,1
Rating: 2. Kategori: Electronics. Teks: barang sesuai deskripsi dan berfungsi dengan baik. cuma tidak puas dg pelayanan dari penjual. pesanan diproses h 2 dan di pick up h 4 itu pun sesudah dikomplen baru bergerak,fear,3,3
"Rating: 5. Kategori: Precious Metal. Teks: lucu,thankyou",happy,0,4
"Rating: 5. Kategori: Carpentry. Teks: kwalitas bagus,harga terjangkau",happy,0,1
Rating: 5. Kategori: Muslim Fashion. Teks: bahannya adem. jahitan rapi. tidak menerawang. mudah dibentuk. warnanya cantik . nyaman dipakai.,happy,0,1
Rating: 5. Kategori: Precious Metal. Teks: uucchh gemezzz syukaaa,love,1,3
Rating: 1. Kategori: Carpentry. Teks: kenapa pesan ukuran xl dikasihnya s !,anger,2,2
"Rating: 1. Kategori: Gaming. Teks: console sebelah kanan analoq ya drift sendiri lecet juga, ng recommend deh. kapok",fear,3,4
"Rating: 3. Kategori: Beauty. Teks: salah kirim barang dan sudah dibantu bisa retur, namun setelah retur ternyata barang yang dikirim rusak retak isi dalam eye shadow nya, ini menunggu untuk retur kembali. semoga dapat dibantu untuk bisa retur kembali",fear,3,1
"Rating: 1. Kategori: Body Care. Teks: barang tidak sampai karena broken! proses lamaaa! dari tanggal 10 april beli, broken tgl 18 apr. sampai tgl 24 april hari ini masih belum ada produk datang dan uang belum kembali. buruk sekali pelayanannya!",anger,2,3
"Rating: 2. Kategori: Gaming. Teks: brg dtg dengan kondisi stick nya tidak ok, kenapa penjual tidak d periksa dl yak. trus minta tukar tapi tidak mao tanggung bersama ongkir nya 50 50 donk . emg penjual tidak mao rugi. ya mao tidak mao byr uang xtra untuk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",fear,3,3
Rating: 1. Kategori: Sport. Teks: patah waktu mau di kencangkan,fear,3,3
"Rating: 1. Kategori: Toys and Hobbies. Teks: order dan gambar truck pemadam kok dikirim mobilan police, not recommended",fear,3,0
Rating: 1. Kategori: Sport. Teks: barang palsu asli kw,anger,2,2
Rating: 2. Kategori: Movies and Music. Teks: lama,fear,3,1
Rating: 5. Kategori: Carpentry. Teks: barang bagus cepat sampai aman,happy,0,3
Rating: 5. Kategori: Toys and Hobbies. Teks: pelayanan terbaik dan barang original,happy,0,0
"Rating: 1. Kategori: Health. Teks: jujur lumayan kecewa banget dengan claim wangi mint eucalyptus, pasti yang kebayang wangi kyk minyak kayu putih gitu tapi pas datang bener2 tidak ada wangi mint atau eucalyptusnya. atau mmng aku idung ak yang salah cium. ? yang jelas wanginya bikin eneg dan pusing bukan nyegerin kayak minuak kayu putih. terus tidak dapet free pouch juga. ?",sadness,4,3
"Rating: 1. Kategori: Animal Care. Teks: sangat kecewa, beli 3 pcs dan kemasan semuanya bolong sperti d gigit tikus",sadness,4,2
"Rating: 1. Kategori: Electronics. Teks: lampu sudah di charge tidak bisa menyala sama sekali padahal baru beli,saya kecewa sekali!penjual no respon!",anger,2,1
"Rating: 5. Kategori: Household. Teks: proses cepat, paket dikemas dengan baik dan sampai dengan aman. desain dan warna cantik dan minimalis, tidak boros tempat dan cocok untuk di kamar tidur.",happy,0,3
Rating: 1. Kategori: Kids and Baby Fashion. Teks: minta pink sama merah d kirim merah semua. untung anaknya mau.seller arogan. jualnya memaksa. saya mau warna yang sesuai . kapok deh tidak lagi lagi,sadness,4,1
Rating: 4. Kategori: Movies and Music. Teks: barang sesuai harga,happy,0,0
Rating: 1. Kategori: Sport. Teks: saya nanya baik tidak niat komplain jg tapi dijawabnya kok gini banget sangat tidak ramah sombong sekali,anger,2,4
"Rating: 5. Kategori: Kitchen. Teks: pengiriman super cepat,barang sesuai pesannya.",happy,0,4
Rating: 1. Kategori: Kitchen. Teks: mesen apa yang dateng apa ngk jelas nih toko periksa lah invoice nya kalau mau dikirm tuh barang bikin kecewa saja,sadness,4,4
Rating: 5. Kategori: Electronics. Teks: ini produk tidak diragukan sensornya. hampir tidak ada delay dieksekusinya. mantap.,happy,0,4
"Rating: 1. Kategori: Phones and Tablets. Teks: kecewa, sudah di tunggu hampir sebulan, barang tidak sampe malah return",sadness,4,3
Rating: 5. Kategori: Kitchen. Teks: mantap tajam. kualitas produk bagus. produk sesuai.,happy,0,0
Rating: 5. Kategori: Other Products. Teks: mantap!,happy,0,0
Rating: 3. Kategori: Household. Teks: barang tidak di dobel bungkus dengan plastik atau bubble wrap sehingga hancur saat diterima. beruntung isinya masih lengkap. namun besi nya penyok,fear,3,3
Rating: 5. Kategori: Kitchen. Teks: barang sesuai pesanan dan telah diterima dengan baik. terima kasih.,happy,0,0
"Rating: 5. Kategori: Camera. Teks: baguuus kuat kokoh, cuma emang gabisa sejajar lurus kalau mau foto dari atas keliatan kaki bawahnya , harus agak dinaikin dikit hp nya, overall okee",happy,0,2
"Rating: 5. Kategori: Computers and Laptops. Teks: pengiriman super cepat, barang bagus, recommended seller, thanks",happy,0,2
"Rating: 4. Kategori: Men's Fashion. Teks: bahan halus,ketebalan seperti batik pada umumnya, motif keren. akan lebih baik lagi kalau respon chatnya lebih responsif",happy,0,3
"Rating: 1. Kategori: Electronics. Teks: beli tanggal 6 agustus 2021, tapi tanggal 13 september sudah error di bagian driving wheels. akhirna ditanggal itu jg sya kirim t9 nya ke service centre di tangerang. 9 hari kemudian, t9 kembali di tgn sya, tapi kemudian error lg di tanggal 23 september. kali ini error di bagian sensor dmn deebot selalu bilang ozmo pro is being installed. please move to the non carpet area pdhal ozmo pro tdk sedang di attach ke t9 nya. dikarnakan hal ini, lampu pd deebot akhirna suka bergonta ganti jadi biru putih biru putih. dan semalaman itu voice report terus menerus bunyi seperti itu. kalau dsuru bawa service lg, maap saja sya bakalan tdk mao berhubung ongkosna yang sgt mahal. jadi untuk sementara ya sya hanya bs matikan voice reportna dl saja biar tidak terganggu. overall, agak mengecewakan t9 ini. dibandingkan t8 aivi dan 950, t9 jauh tdk tahan banting. baru pakai sebulan tapi sudah byk sekali errornya. bener2 nyesel jg belinya maaap cuma bs kasi bintang segene karena ktdkpuasan saya. kl memang mao consider beli robot, beli baik beli t8 series saja lebi tahan banting soale",anger,2,1
Rating: 1. Kategori: Health. Teks: aroma nya tipis sekali.,sadness,4,1
"Rating: 5. Kategori: Food and Drink. Teks: terbaik sihhh iniii. pesanan ny superr cpt sampe nya. d proses ny cpt bgtttt. br psen hr itu, bsk ny ud sampe lagi ? pengemasan amann banget juga ya. ? thx seller kurir ?",love,1,0
"Rating: 3. Kategori: Books. Teks: pengiriman lama, lokasi toko saya di jakarta, ternyata di kirim dari yogyakarta",anger,2,2
Rating: 4. Kategori: Beauty. Teks: hasilnya tahan lama. desainnya mewah.,happy,0,3
Rating: 3. Kategori: Kitchen. Teks: barang ny bagus. tapi kirim ny lama serasa po. pdhal ikut 12 12. baru dkirim tggl 24. kecewa.,sadness,4,3
Rating: 5. Kategori: Health. Teks: barang diterima dengan baik. terimakasihh ya. semoga bermanfaat.,happy,0,2
Rating: 2. Kategori: Men's Fashion. Teks: warnanya tidak sesuai photo di deskripsi warna sepatu di deskripsi aga crem yang dateng abu2x gelap,sadness,4,2
"Rating: 2. Kategori: Sport. Teks: busa doank, tidak saya rekomendasikan",anger,2,0
"Rating: 5. Kategori: Health. Teks: berfungsi dengan baik, packing aman",happy,0,0
Rating: 5. Kategori: Phones and Tablets. Teks: barangnya original . kemasan disegel. proses pesanan cepat. respon penjualnya top.,happy,0,3
Rating: 2. Kategori: Health. Teks: tipis bener. terakhir beli tidak setipis ini,fear,3,0
Rating: 2. Kategori: Kids and Baby Fashion. Teks: warna tidak sesuai. yaudalah drpd repot2 ngirim balik.,fear,3,3
"Rating: 5. Kategori: Tour and Travel. Teks: harganya ok banget dapat cashback lagi! very fast response, tidak ada kendala check in. mantap!",happy,0,1
Rating: 4. Kategori: Beauty. Teks: gampang dibawa bawa. awet buat seharian . proses pesanan cepat.,happy,0,4
"Rating: 1. Kategori: Party Supplies and Craft. Teks: not recomended seller ,gara2 ini toko . surprise buat ultah moment yang penting hancur gitu saja . parahhhhh .nyesel banget,banget belanja ditoko ini !",sadness,4,0
"Rating: 5. Kategori: Electronics. Teks: highly recomend ?mantap seller ini pengiriman super kilat cuma 1x24jam sampai,ada yang kurang kirim saya wa cepat dibalas dan langsung dikirim kekurangannya,ramah,respon sangat baik.",happy,0,1
Rating: 2. Kategori: Party Supplies and Craft. Teks: jelekkkk,anger,2,1
Rating: 4. Kategori: Kitchen. Teks: produk sesuai. produk berfungsi dengan baik.,happy,0,3
Rating: 1. Kategori: Other Products. Teks: udah order buble tapi buble nya tidak ada . untung tidak kenapa2,fear,3,1
"Rating: 1. Kategori: Camera. Teks: hasil potongan produk tidak rapih. kancing pengait tidak pas. latar background kekecilan. batok charger lampu cepat panas, mengakibatkan lampunya kelap kelip setelah pemakaian 5 menit.",sadness,4,0
"Rating: 5. Kategori: Precious Metal. Teks: kado.harga paling murah pada saat beli , trims, semoga bisa langganan. dan harganya bisa terbaik terus se tokped",love,1,1
Rating: 5. Kategori: Gaming. Teks: barang sesuai pesanan.udh di coba oke.packing rapih.mksh.,happy,0,1
"Rating: 1. Kategori: Body Care. Teks: cukup saya yang di rugikan , karena brg yang dtg saya tdk vidio in , orderan saya ada 3 yang dtg cuma 2, tapi gift dapat 3 brg uda mahal , di komplen pun tidak bs",fear,3,4
Rating: 5. Kategori: Camera. Teks: barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih,happy,0,3
Rating: 1. Kategori: Carpentry. Teks: barang sudah lama. benyek benyek. ada kerusakan tidak diganti. pengemasan buruk. harap menjadi pelajaran.,sadness,4,2
"Rating: 5. Kategori: Gaming. Teks: puas lah, fast response. cuman masih sering close sendiri, saking sibuk, belum sempat dicek. recommended seller! gaming terbaik. game nya seru!",love,1,3
Rating: 1. Kategori: Toys and Hobbies. Teks: pesan model love yang dtang mickey.anak we jdi ngamuk.di cat ktanya ready yang love.klo tidak ada bilang,anger,2,3
Rating: 5. Kategori: Other Products. Teks: mantap .dislorikin saja .bro,love,1,1
Rating: 1. Kategori: Animal Care. Teks: ini barang keterlaluan sih bilang ukuran 60x90 tapi sunat bahannya keterlaluan banget. terlihat di foto underpad saya yang lama merk lain jauh lbh besar dan lbh tebel. bkn masalah harga cuman 50rb an tapi kesel saja liat penjual kasih spek tapi jauh banget dari ukuran sebenernya. kapok deh tidak bakal beli merek ini lagi. terima kasih,fear,3,3
Rating: 5. Kategori: Tour and Travel. Teks: puas. kartu bisa lngsung dipake di korea. tanpa masalah.,happy,0,1
"Rating: 1. Kategori: Toys and Hobbies. Teks: tiba2 selesai padahal tidak ada barang yang datang sama sekali, penipu ya?",anger,2,1
"Rating: 5. Kategori: Toys and Hobbies. Teks: mobilnya bagus banget , pengiriman super cepat harga terjangkau ?",love,1,0
Rating: 5. Kategori: Gaming. Teks: bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab,happy,0,1
"Rating: 1. Kategori: Party Supplies and Craft. Teks: barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",fear,3,1
Rating: 3. Kategori: Women's Fashion. Teks: barang asli nya tak seindah yang difoto,sadness,4,2
"Rating: 2. Kategori: Electronics. Teks: rice cooker baru beli tapi nasi bau dan berair tapi tidak bs di ganti barang baru dari toko ini tidak seperti toko2 lain yang kalau barang rusak itungan hari ada garansi toko bs di tukar dengan yang baru bukan diservice seperti yang di sarankan toko. saya sudah bawa ke service center dan hari ini nasinya tetap basah. jujur saya kecewa karena saya memilih toko ini biar kl kenapa2 ngak ribet,ternyata saya salah,saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tapi nyatanya seperti ini saya sangat kecewa.",sadness,4,0
Rating: 5. Kategori: Precious Metal. Teks: respon cepat terimakasih,happy,0,0
"Rating: 1. Kategori: Toys and Hobbies. Teks: pengiriman lama banget, dough nya juga jelek banget tidak lentur, tidak seperti biasanya",anger,2,2
"Rating: 5. Kategori: Computers and Laptops. Teks: packing rapih, fast response, dan rgbnya juga bagus ?sangat di rekomendasikan 10 10",love,1,1
Rating: 4. Kategori: Women's Fashion. Teks: jahitan rapi. potongannya rapi. warnanya cantik .,happy,0,1
